USER_GENDER,MARITAL,PRICE,NO_ITEMS,PUR_VALUE,USER_INCOME,PURCHASE
0,U,12000,2,27067,14872,1
1,U,15000,0,0,14624,1
1,M,16000,2,19176,3098,1
0,U,16000,1,9751,5507,0
0,U,24000,0,0,603,0
1,M,11000,0,0,4839,0
0,U,28000,1,9601,0,0
1,U,14000,1,5206,45781,0
0,U,32000,1,12554,7277,1
1,U,10000,1,14748,30512,0
1,U,15000,0,0,209,0
1,M,11000,1,4940,4090,0
0,M,28000,1,7897,0,1
0,U,11000,1,13441,905,1
1,M,9000,0,0,37814,0
0,U,24000,1,3021,1499,0
1,M,23000,1,8020,689,0
1,U,31000,0,0,20911,0
0,U,19000,1,1764,0,0
0,U,20000,1,2384,7038,0
1,U,32000,1,8950,26264,1
1,M,9000,1,7223,21423,1
0,U,28000,1,17775,17530,0
0,U,10000,1,10294,18801,0
0,M,25000,0,0,19669,1
0,U,19000,1,12885,1815,0
1,U,13000,1,16985,312,0
0,M,15000,0,0,0,0
0,U,23000,2,16584,0,1
1,U,23000,1,1607,23616,0
0,M,13000,1,18215,13151,1
0,U,15000,0,0,7582,1
0,M,15000,0,0,14568,0
1,U,16000,0,0,26684,0
1,U,31000,0,0,4298,1
1,U,20000,1,8849,29677,1
0,M,15000,0,0,0,1
0,U,13000,0,0,5195,0
1,M,19000,0,0,3624,0
1,U,20000,0,0,4393,1
1,U,31000,1,3870,3071,0
0,M,15000,1,4299,0,0
1,U,12000,2,17681,1654,1
0,U,10000,1,18798,0,0
1,U,23000,1,15196,481,0
0,U,11000,0,0,0,0
1,U,10000,0,0,48595,0
0,U,15000,0,0,0,1
1,U,19000,1,17921,416,0
1,M,9000,0,0,37379,0
0,U,12000,1,7619,746,0
0,U,16000,1,13902,8003,0
0,M,15000,1,15906,8808,1
0,U,23000,1,5222,742,0
0,U,23000,1,6171,7153,0
1,M,16000,0,0,10041,0
0,U,20000,1,16485,7812,1
0,M,25000,2,5063,0,1
0,U,20000,1,14633,1669,0
1,U,10000,1,10636,23678,0
1,U,13000,1,8727,28380,0
0,U,30000,2,25476,7245,1
1,U,9000,0,0,760,1
0,U,20000,2,20223,16793,1
1,U,13000,0,0,38524,1
1,U,20000,0,0,38117,0
1,U,12000,0,0,22325,0
1,U,10000,0,0,598,0
1,U,24000,0,0,30360,0
0,U,18000,0,0,15224,0
0,M,14000,1,19720,0,0
0,U,11000,1,5106,19534,0
0,U,18000,1,5220,0,0
0,U,9000,0,0,0,0
0,U,30000,1,6789,15525,1
1,U,15000,0,0,31441,0
1,U,11000,0,0,36776,0
1,U,20000,0,0,3566,0
0,M,18000,0,0,0,0
1,M,11000,1,2467,2349,0
0,U,10000,0,0,0,0
0,U,15000,1,16606,16762,0
0,M,23000,1,4247,0,0
0,U,14000,2,29937,13048,1
1,U,9000,1,16168,3806,0
0,U,20000,0,0,5855,0
0,U,18000,1,2100,1595,0
1,U,11000,0,0,16541,0
0,U,25000,2,14446,15507,1
0,M,15000,2,9193,0,1
1,U,28000,2,5775,112,1
1,U,10000,0,0,1358,0
1,M,30000,0,0,42673,0
1,U,15000,1,1609,32453,1
0,U,14000,1,16399,5897,0
1,M,11000,1,7794,20246,0
1,M,31000,1,7181,2799,0
1,M,20000,0,0,37472,0
0,U,15000,0,0,0,0
1,U,10000,2,8084,16779,1
1,M,25000,0,0,13024,1
1,U,23000,1,16239,37965,0
1,U,9000,0,0,745,0
0,U,14000,1,3154,0,0
0,M,28000,0,0,17679,0
0,U,15000,1,16388,6042,0
0,M,10000,0,0,17832,1
1,U,16000,1,7632,740,1
1,U,13000,0,0,884,0
0,U,24000,1,12038,0,0
1,U,20000,1,6008,26954,0
1,U,16000,1,10601,32712,0
0,M,18000,0,0,9550,0
0,U,11000,0,0,0,1
0,U,11000,2,18580,13459,1
1,U,9000,1,4732,49299,1
1,U,11000,1,6872,10089,0
1,U,24000,0,0,4803,0
1,U,28000,0,0,37698,1
1,U,32000,1,7030,2303,0
1,U,16000,0,0,1587,0
1,M,30000,1,19851,3530,1
1,U,25000,1,6603,612,0
1,U,20000,1,3766,14874,0
1,U,10000,2,8034,30516,1
0,U,23000,0,0,0,0
1,M,16000,1,18632,28644,0
0,M,11000,1,2865,0,0
1,U,16000,0,0,3340,0
0,U,12000,0,0,5643,0
1,M,20000,0,0,1768,0
0,M,24000,0,0,0,0
0,U,24000,1,18355,8447,0
0,U,18000,0,0,14321,0
0,U,30000,0,0,13251,0
0,U,14000,1,11807,0,0
0,M,32000,1,9606,0,0
0,U,11000,1,5638,18420,0
1,M,14000,1,9456,29027,0
0,U,11000,0,0,11294,0
0,U,25000,0,0,0,0
1,M,11000,1,19845,1367,1
1,M,10000,1,11100,35733,0
1,M,20000,0,0,2703,0
0,U,12000,1,17114,7944,0
1,U,32000,0,0,1684,0
1,M,25000,1,16894,2656,1
1,U,24000,1,13549,16960,0
1,U,14000,1,2841,666,0
0,U,14000,1,1998,5248,1
1,U,23000,1,1842,29311,0
1,U,31000,1,9720,33576,0
1,U,28000,1,17154,1149,1
0,U,12000,1,1841,739,1
0,U,9000,1,6921,6300,0
1,M,23000,0,0,15151,0
1,U,11000,1,16708,11538,0
1,U,32000,1,3576,798,0
0,M,9000,0,0,0,0
1,M,23000,2,23037,13709,1
1,U,9000,0,0,35970,0
0,M,15000,0,0,0,0
1,M,16000,1,3426,4260,0
0,U,13000,0,0,0,0
0,M,28000,1,8782,13146,0
0,U,10000,1,18919,11160,0
1,U,12000,1,4767,44731,0
0,U,9000,1,15518,0,0
1,U,20000,2,8442,29938,1
1,U,30000,0,0,560,1
1,M,15000,0,0,47637,0
1,M,20000,0,0,39947,0
0,M,20000,1,16653,0,1
0,U,15000,1,4769,1433,1
1,U,11000,0,0,28588,0
0,U,14000,1,12950,0,0
0,M,15000,1,14076,0,0
1,M,25000,1,16849,3155,0
0,U,16000,1,9588,7599,0
0,U,25000,0,0,726,0
0,U,15000,0,0,0,0
1,U,10000,0,0,26725,0
1,U,28000,0,0,3896,0
0,M,18000,0,0,0,1
0,U,28000,1,5106,0,0
1,U,31000,0,0,38434,0
0,U,30000,0,0,5535,1
0,M,20000,0,0,6648,1
1,U,11000,1,3615,891,1
1,U,16000,1,14848,29242,0
1,M,23000,1,12364,16679,1
0,M,11000,0,0,0,0
1,U,11000,0,0,11710,0
1,U,11000,0,0,15164,0
1,U,12000,1,3564,379,1
1,U,10000,1,6590,40709,0
0,U,28000,1,3218,6823,0
1,M,9000,1,12754,25042,1
1,U,18000,0,0,1272,0
0,U,11000,0,0,0,1
1,M,15000,0,0,928,1
1,U,14000,0,0,23392,0
1,U,14000,1,6125,43401,0
0,U,25000,1,10437,756,1
0,U,15000,2,17864,0,1
1,U,14000,0,0,2074,0
1,U,10000,2,21628,594,1
1,U,13000,0,0,903,1
0,U,12000,1,18602,1352,0
1,U,10000,0,0,23909,0
1,U,14000,0,0,28489,0
1,M,25000,2,19470,30327,1
0,U,25000,1,17882,7923,1
0,U,32000,1,2693,5085,0
0,M,10000,1,13573,5274,0
0,U,28000,1,5199,8804,0
1,U,23000,1,11504,48,0
0,U,13000,0,0,0,1
0,M,15000,1,17029,0,0
0,U,16000,2,26860,1102,1
0,U,25000,1,3808,1774,0
0,U,31000,1,10147,5742,0
0,U,24000,0,0,0,0
0,M,24000,2,11098,0,1
1,U,20000,0,0,21805,1
0,U,20000,0,0,5093,1
1,U,15000,1,18018,391,0
0,M,14000,0,0,0,0
1,M,15000,0,0,2467,0
0,U,18000,1,1794,18431,0
1,U,10000,2,16278,2063,1
0,U,10000,0,0,16901,0
0,M,28000,1,16269,7675,0
0,M,13000,2,10134,14413,1
1,U,18000,1,7811,15916,1
1,U,19000,1,16472,299,0
0,U,30000,0,0,8513,0
1,M,31000,0,0,19831,1
0,U,13000,0,0,19629,0
1,U,24000,0,0,3554,1
0,U,13000,1,4119,0,0
1,U,24000,1,5791,39048,0
1,U,19000,2,18180,2840,1
1,U,11000,0,0,48882,1
1,U,20000,0,0,2512,0
1,U,32000,2,8176,11702,1
0,U,28000,0,0,0,1
0,U,31000,2,12344,0,1
0,U,16000,0,0,387,1
0,U,10000,0,0,610,0
1,M,10000,1,16885,3368,0
1,U,32000,1,12320,15856,0
0,U,19000,0,0,5403,1
1,U,23000,1,9708,32093,0
0,U,32000,0,0,1153,0
1,M,11000,0,0,1777,0
0,U,16000,2,11654,0,1
0,U,9000,2,23265,0,1
1,U,14000,2,11524,731,1
0,M,14000,2,19738,0,1
0,U,11000,1,18324,8353,0
1,U,15000,0,0,45426,1
1,M,14000,0,0,20304,0
0,U,24000,1,4174,7775,1
0,U,16000,2,17860,1503,1
1,U,20000,0,0,3426,0
0,M,14000,1,13413,0,0
1,U,14000,1,4359,19604,0
1,M,11000,1,15977,16250,0
0,M,9000,2,23574,0,1
1,U,32000,0,0,361,0
1,U,11000,0,0,596,0
0,U,25000,1,13001,17669,0
1,M,16000,1,8284,49542,0
0,U,16000,0,0,0,0
1,U,30000,1,16062,1479,0
1,M,10000,0,0,15593,0
1,U,14000,0,0,37958,0
1,U,15000,2,9397,31017,1
0,U,12000,2,10477,222,1
0,U,19000,1,7246,9435,0
0,U,20000,2,11844,66,1
0,U,24000,1,18424,6166,0
0,U,16000,2,15029,5771,1
1,U,15000,0,0,2327,1
1,U,23000,1,15982,206,0
1,U,31000,0,0,656,1
0,U,14000,0,0,0,0
1,M,16000,1,9850,39204,0
1,M,31000,1,3788,41152,0
0,U,31000,1,10070,11208,0
1,U,10000,1,8086,32488,0
1,M,11000,0,0,18477,0
0,U,15000,1,4616,533,0
1,M,10000,0,0,25807,0
0,U,23000,1,8482,0,0
0,U,30000,1,17731,10767,1
1,U,15000,2,9639,24797,1
0,M,23000,1,14822,0,0
0,M,23000,1,9131,0,0
0,M,20000,1,10063,0,0
1,M,10000,0,0,17482,1
0,U,11000,0,0,0,0
0,U,32000,0,0,0,0
0,U,23000,0,0,6714,0
0,U,19000,1,6582,0,1
1,U,9000,0,0,845,1
1,M,20000,0,0,42811,1
0,U,16000,1,13502,1679,0
1,U,10000,0,0,777,1
0,M,19000,2,28657,0,1
0,M,25000,1,18699,0,0
1,U,11000,1,17753,31274,0
1,U,10000,2,26994,27452,1
1,U,20000,0,0,1790,0
0,M,11000,1,13888,19785,0
0,M,15000,0,0,0,1
0,U,23000,0,0,12366,0
1,U,20000,0,0,1129,0
0,M,23000,2,25249,0,1
1,U,28000,0,0,10833,0
0,U,28000,0,0,16591,0
0,U,11000,0,0,6534,0
0,U,16000,1,4641,6340,1
0,U,30000,1,12086,311,0
1,U,14000,1,14846,33680,0
1,U,23000,0,0,697,0
0,U,24000,1,10452,1300,0
1,M,25000,2,10307,990,1
0,U,16000,1,14649,1496,0
0,M,25000,0,0,0,1
0,U,10000,0,0,5369,0
0,U,20000,1,1303,8263,0
1,U,24000,0,0,24434,0
1,M,15000,2,15164,989,1
1,U,24000,1,16030,4758,0
1,U,25000,1,6054,15,0
1,U,32000,1,17366,2419,1
1,M,28000,0,0,41439,0
0,U,11000,1,11490,1600,1
0,U,11000,0,0,0,0
0,U,15000,0,0,1528,1
1,M,11000,1,12630,32383,1
1,U,13000,1,6451,33151,0
0,U,11000,1,12979,12117,0
0,U,25000,2,23243,1117,1
0,M,10000,1,9041,0,0
1,M,16000,1,5677,2003,1
1,U,23000,0,0,1247,0
0,U,32000,1,15844,0,0
0,U,16000,0,0,8439,0
0,U,24000,0,0,7136,0
0,U,15000,1,5060,1464,1
1,U,16000,1,12927,157,0
0,U,16000,0,0,8333,0
1,U,31000,0,0,46103,1
0,M,18000,0,0,8847,1
0,U,16000,0,0,9123,0
0,U,16000,0,0,331,0
0,U,18000,0,0,488,1
1,U,10000,0,0,3889,0
1,U,11000,0,0,18890,0
1,U,14000,1,6040,37226,0
0,M,30000,0,0,18459,0
0,U,31000,1,3033,7059,1
1,U,32000,1,14618,15978,0
0,M,32000,1,18465,10208,0
1,U,25000,0,0,39605,0
1,U,18000,1,5356,30948,1
0,U,15000,0,0,7447,0
1,M,11000,1,19803,4440,1
1,U,15000,1,13263,10647,0
1,U,30000,1,14532,15215,0
1,M,24000,0,0,32746,0
1,M,10000,0,0,3470,0
1,U,14000,1,2232,788,1
1,M,24000,1,14864,18807,0
1,U,10000,0,0,575,0
1,U,16000,1,7592,1767,1
0,M,15000,0,0,0,0
1,U,18000,1,5337,754,1
0,U,16000,0,0,6974,0
1,U,10000,0,0,554,1
0,U,11000,1,6522,7231,0
0,U,31000,0,0,0,0
0,U,20000,0,0,1826,0
0,U,19000,2,13938,0,1
1,M,15000,1,17120,32666,0
1,U,11000,0,0,3130,1
1,M,15000,0,0,4976,0
0,U,16000,1,17777,18972,0
0,U,18000,2,13900,475,1
0,M,18000,0,0,0,1
1,M,30000,1,13001,3347,0
1,U,28000,0,0,37557,0
1,U,14000,0,0,10000,0
1,M,9000,1,11310,1346,1
0,U,11000,1,16304,14795,0
1,M,28000,0,0,35427,0
1,U,11000,1,17443,3266,0
1,U,16000,0,0,39342,1
1,M,12000,0,0,47773,0
0,U,11000,0,0,0,1
0,M,10000,0,0,0,0
0,M,16000,0,0,0,0
0,M,31000,1,19876,17110,0
0,M,14000,1,2511,0,0
1,U,15000,1,17858,28318,0
0,M,24000,0,0,7576,1
1,U,32000,1,18590,2407,1
1,U,19000,1,11366,29662,1
0,U,19000,0,0,1431,0
1,U,19000,0,0,36543,0
1,U,11000,1,3406,220,0
1,M,14000,0,0,14790,0
1,M,14000,0,0,33411,1
0,U,16000,1,10031,8181,0
1,U,20000,2,11791,3385,1
0,U,16000,0,0,0,0
0,U,10000,1,6825,0,0
1,U,16000,0,0,46567,0
0,U,23000,0,0,6784,0
0,U,30000,0,0,1744,1
1,U,20000,1,1653,167,0
1,M,16000,1,15992,2660,0
0,M,32000,2,16543,9819,1
1,U,11000,1,17827,233,0
1,M,10000,0,0,34833,0
1,U,15000,0,0,32227,1
0,U,28000,1,11555,0,0
0,M,19000,1,12487,16366,0
0,U,11000,0,0,6549,1
0,U,13000,1,3947,976,1
1,U,13000,1,15400,157,0
1,U,9000,1,16582,691,0
1,M,23000,2,15917,39809,1
0,U,16000,1,18648,952,0
0,U,10000,1,17724,1651,0
0,U,12000,1,2971,308,0
0,M,13000,0,0,0,1
1,U,15000,0,0,569,0
0,U,16000,1,8231,8376,0
1,M,18000,1,8610,35978,1
1,M,15000,2,7223,31791,1
1,U,15000,0,0,236,1
1,U,20000,1,9079,33733,0
1,M,20000,0,0,26478,0
1,U,30000,1,18572,82,0
1,U,24000,0,0,399,0
1,U,12000,0,0,32301,0
0,U,13000,1,1978,8710,0
1,M,13000,1,7256,32066,1
0,U,30000,0,0,13124,0
1,U,10000,0,0,784,0
1,U,11000,1,1177,25601,0
1,M,16000,0,0,31510,0
1,U,15000,0,0,14584,1
1,M,31000,1,17385,3190,0
0,U,15000,1,2576,17274,0
1,M,28000,1,18667,35834,0
0,U,28000,1,17792,747,1
1,M,20000,1,15706,543,0
0,U,23000,1,7910,1563,0
0,U,15000,2,15159,696,1
1,U,32000,0,0,24060,1
0,M,24000,2,22759,0,1
1,U,13000,0,0,37408,1
1,M,9000,0,0,44474,1
1,U,12000,0,0,1469,1
1,M,10000,1,6846,36685,1
0,U,15000,0,0,0,1
0,U,14000,1,16598,7626,0
0,M,16000,1,11806,0,0
0,U,19000,1,18808,999,0
1,U,19000,1,3306,21836,0
0,U,15000,2,16094,5948,1
0,U,13000,1,9355,0,0
0,U,30000,0,0,7017,0
1,U,16000,0,0,1620,0
0,U,30000,0,0,8164,1
0,U,16000,0,0,0,0
1,U,11000,0,0,1378,0
0,U,14000,1,1267,329,1
1,M,15000,0,0,19005,1
0,U,20000,1,8757,9377,0
0,M,9000,0,0,0,0
1,U,12000,0,0,37454,1
0,M,11000,2,20676,15835,1
1,M,12000,2,6014,4272,1
0,U,11000,0,0,14904,0
1,U,32000,0,0,41641,0
1,U,11000,0,0,4808,0
0,M,14000,1,2976,17776,0
0,U,19000,1,16548,5007,1
1,U,10000,1,18791,671,0
1,M,16000,0,0,10932,0
0,U,20000,0,0,477,0
0,U,20000,1,5214,0,0
1,U,11000,1,12621,34705,0
1,U,16000,0,0,17273,0
0,M,28000,2,21143,0,1
1,U,15000,0,0,31204,0
1,U,31000,1,2541,4294,0
1,U,25000,1,11075,24865,1
0,U,15000,0,0,0,0
0,M,20000,2,7572,10767,1
1,U,20000,0,0,3881,0
1,M,28000,0,0,25286,0
0,U,14000,0,0,0,0
0,U,30000,0,0,7679,1
1,M,15000,1,6168,16979,0
0,U,32000,0,0,871,0
0,U,11000,1,11946,6615,1
1,U,10000,1,1575,685,1
0,U,18000,0,0,129,0
1,U,31000,0,0,22315,0
0,U,11000,1,16125,10773,0
0,U,16000,1,1072,1562,0
0,U,14000,2,6894,1893,1
1,U,30000,0,0,32953,0
1,U,15000,2,19830,986,1
0,U,31000,0,0,741,1
1,U,14000,2,25369,14056,1
0,U,11000,0,0,1455,0
0,U,9000,0,0,997,0
1,U,30000,1,10059,4991,1
1,U,14000,1,9082,32165,0
1,U,15000,2,17332,4747,1
0,M,23000,0,0,12093,1
0,U,9000,1,3733,12044,0
1,U,13000,0,0,3049,0
1,M,24000,0,0,22523,0
0,U,28000,1,7538,646,1
0,M,10000,0,0,0,0
0,M,23000,1,12168,18533,0
0,U,16000,1,3301,222,0
0,U,14000,0,0,673,0
1,M,14000,0,0,3524,0
0,U,11000,2,5728,15265,1
0,U,28000,0,0,9150,1
1,U,15000,0,0,309,0
1,M,24000,1,16405,26066,0
0,M,20000,0,0,9414,0
0,M,18000,1,12887,0,0
1,U,20000,0,0,24430,1
1,U,13000,0,0,4265,0
1,U,18000,0,0,21128,0
0,U,10000,1,6516,7056,0
1,M,28000,1,11540,1392,0
0,M,19000,0,0,0,0
0,U,20000,1,6698,0,0
1,U,31000,1,12530,4871,1
0,U,14000,0,0,290,1
0,M,16000,1,1395,0,0
0,U,9000,0,0,1555,0
0,U,11000,0,0,0,0
0,U,11000,0,0,0,0
0,U,31000,1,19630,0,1
1,U,15000,1,1765,47401,1
1,M,18000,0,0,17728,0
0,M,30000,1,14262,0,0
0,U,28000,1,15325,863,0
1,U,14000,0,0,366,0
0,U,30000,2,7116,7063,1
1,U,13000,1,1551,12889,0
1,U,14000,0,0,3380,0
0,M,10000,1,11372,0,0
1,U,23000,1,7599,3880,1
1,U,24000,0,0,4998,1
1,U,16000,1,7976,28225,0
1,U,9000,1,12697,28402,0
1,U,16000,2,24787,306,1
0,U,12000,0,0,7655,0
1,U,12000,2,16208,16369,1
0,M,23000,1,16992,0,0
0,M,30000,1,7092,0,0
0,U,14000,0,0,6893,1
1,M,31000,0,0,24742,0
1,U,32000,1,14384,36294,0
1,U,10000,1,19310,15873,0
1,U,24000,0,0,31953,0
0,U,15000,0,0,7910,0
0,U,28000,1,4720,8009,0
1,U,19000,1,8788,4604,0
0,U,15000,0,0,1906,0
1,U,9000,1,14427,27655,0
1,U,14000,0,0,31462,0
0,U,23000,1,12211,589,0
0,M,16000,1,1993,0,1
1,U,20000,1,15971,4415,0
0,U,20000,2,12319,0,1
1,M,10000,0,0,2022,0
0,U,16000,0,0,484,0
1,M,14000,2,9960,2228,1
0,U,25000,0,0,5004,0
0,U,11000,1,13351,1674,0
0,U,16000,1,12699,17943,0
0,U,14000,1,1140,8458,0
0,U,25000,1,17184,8151,0
0,U,15000,1,17155,0,0
0,U,12000,0,0,0,0
1,M,23000,1,2441,38055,0
1,M,24000,1,11097,31266,0
1,U,23000,1,7622,16341,1
1,U,13000,1,2804,972,1
1,M,30000,1,19946,19476,0
0,U,30000,1,19072,6882,0
0,U,30000,0,0,7839,0
0,U,30000,1,17094,5833,0
0,U,32000,2,14607,0,1
0,M,20000,0,0,0,0
1,U,10000,0,0,4997,0
1,U,12000,0,0,4595,0
1,U,16000,1,14087,443,0
1,U,14000,1,14297,4348,1
1,U,19000,1,6781,27299,0
1,U,32000,0,0,2080,1
0,U,12000,0,0,1264,1
0,U,9000,1,12210,1554,0
0,U,15000,1,7215,1715,0
1,U,9000,1,12499,22745,0
0,U,13000,1,3293,8485,1
0,U,14000,1,16670,1481,0
1,M,12000,0,0,64,1
0,U,16000,1,10994,6308,1
0,U,12000,1,5776,6019,0
0,U,31000,2,7729,7577,1
0,M,24000,0,0,0,1
1,U,23000,1,4255,14524,1
1,U,31000,0,0,41082,0
0,U,16000,0,0,10641,0
1,U,9000,0,0,49523,0
0,U,14000,1,18700,0,0
0,U,14000,0,0,7349,1
0,U,25000,1,5243,7556,0
0,U,12000,0,0,5525,0
0,U,25000,1,14565,18644,0
1,M,24000,0,0,24777,1
1,U,23000,1,14861,19135,0
0,U,11000,1,15653,8722,1
0,U,24000,0,0,0,0
0,U,12000,2,29936,8532,1
1,M,18000,0,0,25288,0
0,U,11000,0,0,19593,1
0,U,16000,2,14296,0,1
1,U,30000,1,13635,36613,1
0,U,14000,1,14520,6385,0
0,U,23000,0,0,1389,0
0,M,14000,1,5868,0,0
1,U,15000,0,0,33488,0
1,U,16000,1,8947,36741,0
0,M,19000,0,0,11198,0
0,M,28000,0,0,11836,0
1,M,13000,1,17348,35540,1
1,U,12000,1,19469,4114,1
0,U,15000,0,0,15415,0
0,U,15000,1,8594,5680,0
0,U,30000,1,2592,6590,0
1,U,16000,0,0,16447,0
1,M,19000,1,6641,49455,0
1,U,15000,0,0,239,0
1,U,10000,0,0,1807,1
0,U,19000,1,11370,8635,0
0,U,18000,0,0,0,0
0,M,18000,1,4252,0,1
0,U,11000,0,0,20,0
0,U,11000,1,6692,1689,1
0,M,11000,1,1267,0,0
0,U,15000,0,0,0,0
0,U,31000,0,0,0,0
0,U,23000,0,0,0,1
1,U,30000,0,0,21990,0
0,M,14000,1,14651,0,1
1,U,10000,0,0,30683,0
0,U,12000,1,15125,5835,1
1,U,14000,1,4224,15103,1
1,U,24000,1,6079,30521,1
1,U,19000,0,0,40065,0
0,U,23000,1,7733,7476,0
0,M,12000,0,0,14206,0
1,U,15000,1,6041,38031,1
0,M,25000,1,18476,0,0
1,U,10000,2,14883,20351,1
1,U,32000,1,5331,3734,0
1,U,32000,1,13289,16203,0
1,U,11000,0,0,4701,0
1,U,20000,2,24685,19709,1
1,M,10000,0,0,413,1
0,U,28000,1,8806,0,1
1,M,30000,0,0,13755,0
0,M,24000,0,0,0,0
0,M,24000,1,6810,8262,0
1,M,10000,1,17303,35385,0
0,M,9000,0,0,0,0
1,U,10000,0,0,33064,0
1,U,15000,0,0,44410,0
1,M,23000,2,5959,18690,1
0,M,19000,1,3931,0,0
0,U,16000,2,16246,580,1
1,U,10000,0,0,41141,0
0,U,19000,0,0,19450,1
1,U,25000,0,0,579,0
1,U,15000,1,12652,17329,1
1,U,10000,0,0,38864,1
0,U,23000,1,4818,1441,0
0,U,20000,1,6361,0,0
0,U,32000,1,8554,8179,0
1,U,13000,1,1754,29729,0
0,U,28000,0,0,0,0
1,U,10000,0,0,27866,0
1,U,13000,0,0,2094,0
0,U,30000,0,0,1141,1
0,U,32000,0,0,5027,0
0,M,11000,0,0,0,0
1,U,19000,1,3429,337,0
0,U,30000,0,0,0,0
1,U,11000,2,29138,17055,1
0,U,11000,0,0,0,1
1,M,13000,0,0,31679,0
0,M,12000,0,0,0,0
0,M,20000,1,1217,14414,1
0,U,13000,1,17248,358,0
1,U,24000,0,0,32113,0
0,U,28000,0,0,998,0
0,U,11000,2,23932,1841,1
1,U,20000,0,0,969,0
0,M,16000,1,18921,0,0
0,U,15000,1,10212,19282,0
0,M,31000,0,0,0,0
1,U,11000,1,6473,14193,1
0,M,19000,0,0,18114,0
0,M,11000,0,0,0,0
0,M,18000,0,0,0,0
1,M,20000,0,0,39921,0
1,U,31000,0,0,487,0
0,M,20000,1,5551,7794,0
0,U,10000,0,0,0,0
1,U,13000,2,13612,468,1
1,U,15000,1,14183,31954,0
1,U,13000,1,8308,24460,1
1,U,10000,0,0,15845,0
0,U,16000,2,23804,0,1
1,M,32000,0,0,21222,0
1,U,16000,2,21106,39427,1
0,M,25000,0,0,0,0
0,U,31000,0,0,6239,1
1,U,24000,1,1487,3462,0
1,U,14000,0,0,22007,1
1,U,20000,1,13414,1649,0
1,U,16000,1,13607,15546,1
1,M,12000,1,6358,13150,0
0,U,11000,0,0,0,1
1,U,24000,1,7458,18784,0
1,U,20000,0,0,39114,0
0,U,14000,0,0,841,0
0,U,13000,1,17505,15797,1
1,U,15000,0,0,29462,0
0,U,16000,0,0,8611,0
1,U,16000,1,2774,1911,0
0,U,13000,0,0,14484,1
1,U,20000,1,8184,44766,0
0,U,16000,0,0,0,0
1,M,16000,1,5246,33825,1
0,U,20000,0,0,1914,1
1,U,20000,1,4610,1092,0
0,U,11000,1,15056,0,0
0,U,16000,1,1522,1302,0
0,U,13000,2,20263,1546,1
0,M,15000,1,9882,19852,0
0,U,10000,0,0,0,0
1,U,31000,1,17538,15830,0
1,U,19000,0,0,34240,1
0,U,30000,1,16478,0,0
0,U,10000,0,0,1365,1
0,U,12000,0,0,0,1
0,M,13000,1,4908,0,1
1,U,24000,0,0,27627,0
0,U,23000,0,0,1504,1
0,U,23000,1,1860,7319,0
1,M,12000,1,4423,39110,0
1,U,15000,0,0,35623,0
0,M,25000,0,0,18920,0
1,U,25000,2,8827,27241,1
1,M,10000,1,13182,2478,0
1,U,31000,1,17944,31116,0
1,U,11000,0,0,47889,0
1,M,20000,0,0,20530,0
1,U,32000,1,3140,758,0
1,U,14000,0,0,44644,1
1,U,20000,0,0,40627,0
0,U,23000,1,14942,8129,0
0,M,15000,1,1496,0,0
1,U,30000,0,0,1061,0
1,U,18000,1,1374,1674,0
1,M,15000,0,0,22791,0
1,M,12000,1,12863,20108,0
1,U,28000,2,10495,49,1
0,M,30000,1,6945,0,0
1,M,24000,0,0,23539,0
1,U,18000,1,9051,4640,0
0,U,16000,0,0,861,1
0,U,28000,1,17419,7308,0
0,U,15000,0,0,5543,0
1,M,31000,1,6865,3280,1
1,U,32000,2,10318,17232,1
0,U,18000,0,0,0,1
0,M,13000,1,17917,0,0
0,U,11000,0,0,12553,1
0,U,10000,0,0,17279,0
1,U,13000,0,0,77,0
1,U,20000,0,0,25239,1
1,M,30000,1,4599,11272,0
1,M,25000,1,11928,1296,0
0,U,18000,1,3496,0,0
1,U,32000,1,14643,920,0
0,U,15000,0,0,0,0
0,M,9000,2,18246,8826,1
1,U,32000,1,1902,38811,1
1,U,30000,0,0,2959,0
0,M,23000,2,28493,0,1
1,U,9000,0,0,44154,0
0,M,11000,0,0,0,1
0,U,15000,0,0,0,0
1,U,12000,0,0,3745,0
1,U,32000,0,0,38920,0
0,U,20000,0,0,13220,1
0,U,10000,0,0,0,1
0,U,20000,1,12517,10744,0
0,M,15000,1,13225,0,1
0,U,13000,1,19807,0,0
0,U,23000,0,0,5641,0
1,U,10000,0,0,37868,0
1,U,15000,1,4891,19380,1
0,M,20000,1,4713,0,1
1,M,10000,1,1160,1575,0
1,U,18000,2,20006,33077,1
1,M,25000,1,9250,24496,0
1,U,20000,0,0,35551,0
1,U,23000,1,11026,17832,0
0,U,24000,0,0,1102,1
1,U,31000,0,0,18807,0
0,U,23000,1,10400,0,1
0,U,11000,1,11385,5811,0
1,M,31000,1,19486,33699,0
0,U,10000,1,16826,981,0
0,U,32000,1,4152,0,0
0,M,20000,1,15723,0,0
0,U,16000,1,15642,0,0
0,U,10000,0,0,5664,0
1,U,11000,2,21729,70,1
0,U,16000,1,12163,0,0
0,U,14000,0,0,521,0
1,U,14000,0,0,267,0
0,U,24000,1,12857,9320,0
0,U,15000,1,6438,14324,1
0,M,15000,0,0,0,0
0,U,15000,1,16497,1196,0
1,M,28000,1,5688,4786,0
1,U,15000,0,0,24830,0
